Level ID,Category,Sort Order,Title,Description,Item Count,Items (Display),Items (Correct Order),Hint,Fact
756,Knowledge,Descending ↓,"Level 756","Sort letters alphabetically DESC",6,"Z | U | E | A | O | I","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
757,Knowledge,Ascending ↑,"Level 757","Sort life stages by typical age ASC",6,"Infant | Toddler | Child | Adult | Teenager | Senior","Infant → Toddler → Child → Teenager → Adult → Senior","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
758,Knowledge,Descending ↓,"Level 758","Sort planets by number of moons DESC",8,"Venus | Mars | Mercury | Saturn | Uranus | Earth | Jupiter | Neptune","Saturn → Jupiter → Uranus → Neptune → Mars → Earth → Venus → Mercury","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
759,Knowledge,Descending ↓,"Level 759","Sort animals by speed (km/h) DESC",6,"Cheetah | Lion | Human | Horse | Elephant | Turtle","Cheetah → Lion → Horse → Elephant → Human → Turtle","","Cheetahs can accelerate from 0 to 100 km/h in just 3 seconds! However, they can only maintain top speed for short sprints."
760,Knowledge,Ascending ↑,"Level 760","Sort musical notes in order ASC",7,"Do (C) | Si (B) | Re (D) | Fa (F) | Mi (E) | La (A) | Sol (G)","Do (C) → Re (D) → Mi (E) → Fa (F) → Sol (G) → La (A) → Si (B)","Do, Re, Mi, Fa, Sol, La, Si","The ""Sol-Fa"" system (Do-Re-Mi) was invented by Guido of Arezzo in the 11th century to teach singing."
761,Knowledge,Descending ↓,"Level 761","Sort planets by distance from Sun DESC",8,"Saturn | Mercury | Venus | Jupiter | Neptune | Uranus | Earth | Mars","Neptune → Uranus → Saturn → Jupiter → Mars → Earth → Venus → Mercury","Mercury is closest, Neptune is farthest","The distance from Earth to the Sun is called an Astronomical Unit (AU), approximately 150 million kilometers. Light takes 8 minutes to reach Earth!"
762,Knowledge,Ascending ↑,"Level 762","Sort continents by size ASC",7,"Europe | Asia | Australia | Antarctica | North America | South America | Africa","Australia → Europe → Antarctica → South America → North America → Africa → Asia","Asia is largest, Australia is smallest","Asia covers about 30% of Earth's total land area and hosts 60% of the world's current human population."
763,Knowledge,Ascending ↑,"Level 763","Sort oceans by size ASC",5,"Atlantic | Southern | Arctic | Indian | Pacific","Arctic → Southern → Indian → Atlantic → Pacific","","The Pacific Ocean is larger than all Earth's land area combined! It covers more than 30% of Earth's surface."
764,Knowledge,Descending ↓,"Level 764","Sort months by number of days DESC",8,"April | March | June | November | January | February | May | September","March → January → May → April → June → November → September → February","","February typically has 28 days, but in leap years (divisible by 4, except for century years not divisible by 400) it has 29."
765,Knowledge,Descending ↓,"Level 765","Sort mountains by height DESC",5,"Kangchenjunga | Lhotse | Mt. Everest | Makalu | K2","Mt. Everest → K2 → Kangchenjunga → Lhotse → Makalu","Mt. Everest is the tallest","Mt. Everest grows about 4mm every year due to tectonic plate movement! It stands at 8,849 meters above sea level."
766,Knowledge,Descending ↓,"Level 766","Sort rivers by length DESC",5,"Nile | Yenisei | Yangtze | Mississippi | Amazon","Nile → Amazon → Yangtze → Mississippi → Yenisei","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
767,Knowledge,Ascending ↑,"Level 767","Sort rainbow colors in order ASC",7,"Yellow | Blue | Red | Indigo | Orange | Green | Violet","Red → Orange → Yellow → Green → Blue → Indigo → Violet","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
768,Knowledge,Descending ↓,"Level 768","Sort days of the week DESC",7,"Monday | Wednesday | Tuesday | Sunday | Friday | Thursday | Saturday","Sunday → Saturday → Friday → Thursday → Wednesday → Tuesday → Monday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
769,Knowledge,Ascending ↑,"Level 769","Sort countries by population ASC",6,"India | China | Brazil | Pakistan | Indonesia | USA","Brazil → Pakistan → Indonesia → USA → India → China","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
770,Knowledge,Descending ↓,"Level 770","Sort historical events by year DESC",5,"Moon Landing | Columbus discovers America | Fall of Rome | French Revolution | World War I","Moon Landing → World War I → French Revolution → Columbus discovers America → Fall of Rome","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
771,Knowledge,Descending ↓,"Level 771","Sort letters alphabetically DESC",6,"I | A | Z | O | E | U","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
772,Knowledge,Ascending ↑,"Level 772","Sort life stages by typical age ASC",6,"Infant | Teenager | Toddler | Senior | Adult | Child","Infant → Toddler → Child → Teenager → Adult → Senior","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
773,Knowledge,Ascending ↑,"Level 773","Sort planets by number of moons ASC",8,"Earth | Mercury | Neptune | Jupiter | Saturn | Venus | Uranus | Mars","Mercury → Venus → Earth → Mars → Neptune → Uranus → Jupiter → Saturn","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
774,Knowledge,Ascending ↑,"Level 774","Sort animals by speed (km/h) ASC",6,"Human | Horse | Cheetah | Elephant | Lion | Turtle","Turtle → Human → Elephant → Horse → Lion → Cheetah","","Cheetahs can accelerate from 0 to 100 km/h in just 3 seconds! However, they can only maintain top speed for short sprints."
775,Knowledge,Descending ↓,"Level 775","Sort musical notes in order DESC",7,"Fa (F) | Sol (G) | Mi (E) | Do (C) | Si (B) | Re (D) | La (A)","Si (B) → La (A) → Sol (G) → Fa (F) → Mi (E) → Re (D) → Do (C)","Do, Re, Mi, Fa, Sol, La, Si","The ""Sol-Fa"" system (Do-Re-Mi) was invented by Guido of Arezzo in the 11th century to teach singing."
776,Knowledge,Descending ↓,"Level 776","Sort planets by distance from Sun DESC",8,"Earth | Saturn | Uranus | Neptune | Jupiter | Mercury | Mars | Venus","Neptune → Uranus → Saturn → Jupiter → Mars → Earth → Venus → Mercury","Mercury is closest, Neptune is farthest","The distance from Earth to the Sun is called an Astronomical Unit (AU), approximately 150 million kilometers. Light takes 8 minutes to reach Earth!"
777,Knowledge,Descending ↓,"Level 777","Sort continents by size DESC",7,"Europe | North America | South America | Asia | Antarctica | Australia | Africa","Asia → Africa → North America → South America → Antarctica → Europe → Australia","Asia is largest, Australia is smallest","Asia covers about 30% of Earth's total land area and hosts 60% of the world's current human population."
778,Knowledge,Ascending ↑,"Level 778","Sort oceans by size ASC",5,"Pacific | Atlantic | Indian | Southern | Arctic","Arctic → Southern → Indian → Atlantic → Pacific","","The Pacific Ocean is larger than all Earth's land area combined! It covers more than 30% of Earth's surface."
779,Knowledge,Descending ↓,"Level 779","Sort months by number of days DESC",8,"April | March | November | May | June | September | January | February","March → May → January → April → November → June → September → February","","February typically has 28 days, but in leap years (divisible by 4, except for century years not divisible by 400) it has 29."
780,Knowledge,Ascending ↑,"Level 780","Sort mountains by height ASC",5,"Makalu | K2 | Lhotse | Kangchenjunga | Mt. Everest","Makalu → Lhotse → Kangchenjunga → K2 → Mt. Everest","Mt. Everest is the tallest","Mt. Everest grows about 4mm every year due to tectonic plate movement! It stands at 8,849 meters above sea level."
781,Knowledge,Ascending ↑,"Level 781","Sort rivers by length ASC",5,"Amazon | Nile | Yenisei | Yangtze | Mississippi","Yenisei → Mississippi → Yangtze → Amazon → Nile","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
782,Knowledge,Ascending ↑,"Level 782","Sort rainbow colors in order ASC",7,"Yellow | Blue | Violet | Indigo | Orange | Red | Green","Red → Orange → Yellow → Green → Blue → Indigo → Violet","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
783,Knowledge,Descending ↓,"Level 783","Sort days of the week DESC",7,"Saturday | Tuesday | Thursday | Wednesday | Friday | Sunday | Monday","Sunday → Saturday → Friday → Thursday → Wednesday → Tuesday → Monday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
784,Knowledge,Ascending ↑,"Level 784","Sort countries by population ASC",6,"Brazil | Pakistan | USA | Indonesia | India | China","Brazil → Pakistan → Indonesia → USA → India → China","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
785,Knowledge,Descending ↓,"Level 785","Sort historical events by year DESC",5,"Moon Landing | Fall of Rome | Columbus discovers America | World War I | French Revolution","Moon Landing → World War I → French Revolution → Columbus discovers America → Fall of Rome","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
786,Knowledge,Descending ↓,"Level 786","Sort letters alphabetically DESC",6,"O | E | U | Z | I | A","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
787,Knowledge,Ascending ↑,"Level 787","Sort life stages by typical age ASC",6,"Infant | Senior | Teenager | Adult | Child | Toddler","Infant → Toddler → Child → Teenager → Adult → Senior","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
788,Knowledge,Ascending ↑,"Level 788","Sort planets by number of moons ASC",8,"Neptune | Mercury | Jupiter | Earth | Mars | Uranus | Saturn | Venus","Mercury → Venus → Earth → Mars → Neptune → Uranus → Jupiter → Saturn","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
